Place_Id,Place_Name,Description,Categories,City,Price(RPH),Ratings,Time_Minutes,Coordinate,lat,Long
210,Congot Beach,"Apart from Glagah Beach and Trisik Beach, it turns out that there is one more beach in Kulon Progo. Namely Congot Beach, this one beach is famous as a fishing paradise. So it's no wonder that Congot Beach is visited by many fishing maniacs. Apart from that, the people around Congot Beach depend on their livelihood as fishermen. Congot Beach is indeed not as popular as other beaches in Kulon Progo. It began to be visited by many tourists when the Pasir Mendit Mangrove Forest opened. Because the location is not too far from Congot Beach, which is on the west coast. Congot Beach is the estuary of the Bogowonto River. This is also what causes Congot Beach to become a favorite spot for anglers, because there are many types of fish available, ranging from fresh water fish, brackish water fish to salt water fish.",Islands,Yogyakarta,3000,4.3,,"{'lat': -7.907542500000001, 'lng': 110.0535658}",-7.9075425,110.0535658
211,Mount Tangkuban Perahu,"Mount Tangkuban Parahu is a mountain located in West Java Province, Indonesia. About 20 km to the north of Bandung City, with lush pine trees and a stretch of tea gardens around it, Mount Tangkuban Parahu has a height of 2,084 meters. The shape of this mountain is Stratovulcano with an eruption center that moves from east to west. The type of rock that is released through eruptions is mostly lava and sulfur, the mineral that is released is sulfuric sulfur, the mineral that is released when the volcano is inactive is sulfur vapor. The Mount Tangkuban Parahu area is managed by Perum Perhutanan. The average daily temperature is 17oC during the day and 2 ?¯C at night.",Nature preserve,Bandung,30000,4.5,,"{'lat': -6.759637700000001, 'lng': 107.6097807}",-6.7596377,107.6097807
212,Bragan Street,"Jalan Braga is the name of a main street in the city of Bandung, Indonesia. The name of this street is well known since the reign of the Dutch East Indies. Until now the name of the street is still maintained as one of the mascots and tourist attractions of the city of Bandung, which was formerly known as Parijs van Java.",Culture,Bandung,0,4.7,,"{'lat': -6.9150534, 'lng': 107.6089842}",-6.9150534,107.6089842
213,Satay tower,"Gedung Sate, with its trademark form of a skewer ornament on its central tower, has long been a landmark or landmark for the city of Bandung which is not only known to the people in West Java, but also throughout Indonesia. in West java. For example, the shape of the building in front of the Tasikmalaya Railway Station. Starting construction in 1920, this white building still stands strong but elegant and now functions as the central government building for West Java. eldest Mayor of Bandung, Bertus Coops and Petronella Roelofsen, representing the Governor General in Batavia, JP Graaf van Limburg Stirum on July 27, 1920, was the result of the planning of a team consisting of Ir.J.Gerber, a well-known young architect who graduated from the Delft Nederland Faculty of Engineering , Ir. Er. De Roo and Ir. G. Hendriks and the Gemeente van Bandoeng, chaired by Col. pur. VL. Slors involved 2,000 workers, 150 of whom were carvers, or bongpay experts, carvers of tombstones and woodcarvers of Chinese nationality who came from Confucian or Cantonese origin, assisted by stone masons, stir workers and servers from residents of Sekeloa Village, Coblong Dago Village, Kampung Gandok and Cibarengkok Village, which previously they worked on Gedong Sirap (ITB Campus) and Gedong Papak (Bandung City Hall). Post, Telephone and Telegraph) and Libraries. The architecture of Gedung Sate is the work of architect Ir. J.Gerber and his group cannot be separated from the input of the Dutch architect maestro Dr. Hendrik Petrus Berlage, who has the nuances of the face of traditional Indonesian architecture. Indo-European architecture, (Indo Europeeschen architectuur stijl), so it is not impossible that the elegance of the Borobudur Temple will also color Gedung Sate. Some opinions about the splendor of Gedung Sate include Cor Pashier and Jan Wittenberg, two Dutch architects, who said ""the architectural style of Gedung Sate is the experimental style of the architect which leads to the form of Indo-European architectural styles"".\nD. Ruhl in his book Bandoeng en haar Hoogvlakte 1952, ""Gedung Sate is the most beautiful building in Indonesia"". HP Berlage, during a visit to Gedung Sate April 1923, stated, ""Gedung Sate is a major architectural work, which successfully combines eastern and western styles in harmony"". As with the Italian architectural style during the renaissance, especially in the west wing building. Meanwhile, the terraced tower in the middle of the building looks like a meru or pagoda roof. There are many more opinions of Indonesian architects who state the splendor of Gedung Sate, for example Slamet Wirasonjaya, and Ir. Harnyoto Kunto. \nThe strength and integrity of Gedung Sate to this day cannot be separated from the materials and construction techniques used. The walls of Gedung Sate are made of large stone chips (1 ? 1 ? 2 m) taken from the rocky hills in eastern Bandung around Arcamanik and Mount Manglayang. The construction of the Gedung Sate building uses a professional conventional method with due observance of technical standards. I 212,976 m?˝, Second floor 3,023,796 m?˝, second floor terrace 212,976 m?˝, tower 121 m?˝ and tower terrace 205,169 m?˝. \nGerber himself combines several architectural styles into his design. For the windows, Gerber takes the Spanish Moorish theme, while the building is Italian Renaissance. Especially for the tower, Gerber incorporates Asian flow, namely the roof style of Balinese temples or pagodas in Thailand. At the top there is a ""skewer"" with 6 skewer ornaments (another version says water guava or jasmine), which represents 6 million guilders - the amount used to build Gedung Sate. Ornaments made of stone, located above the main door of Gedung Sate, are often associated with the Borobudur temple because of their similar shape. The facade (front view) of Gedung Sate turns out to be very calculated. By following the north-south axis (which is also applied to Pakuan Building, which faces Mount Malabar in the south), Gedung Sate was deliberately built to face Mount Tangkuban Perahu in the north. the center of government of the Dutch East Indies after Batavia was deemed no longer eligible as a center of government because of its development, so it was used by the Bureau of Public Works. On December 3, 1945, an incident occurred that killed seven youths who defended Gedung Sate from attacks by Gurkha troops. To commemorate the seven youths, a stone monument was made which was placed behind the Gedung Sate courtyard. By order of the Minister of Public Works on December 3, 1970 the monument was moved to the forecourt of Gedung Sate. Since 1980, Gedung Sate has been known as the Governor's Office because it was the center of activities for the West Java Provincial Government, which previously occupied the Kerta Mukti Building in Jalan Braga Bandung. The Governor's office is on the second floor along with the offices of the Deputy Governor, Regional Secretary, Assistants and Bureau. At present the Governor is assisted by three Deputy Governors who handle the Governance Sector, the Economic and Development Sector, as well as the People's Welfare Sector, a Regional Secretary and four Assistants namely Administrative Assistant, Development Administration Assistant, Social Welfare Assistant and Administrative Assistant. occupy Gedung Sate. The Social Welfare Assistant and Administrative Assistant together with staff occupy the New Building.\nTo the east and west there are two large rooms that will remind you of a ballroom which is often found in European community buildings. This room is more commonly known as the west hall and east hall, often used for official activities. Around these two halls there are rooms occupied by several Bureaus with their staff. At the top there is a floor called Menara Gedung Sate, this floor cannot be seen from below, to go to the top floor using the elevator or by climbing a wooden ladder. The magnificent perfection of Gedung Sate is complemented by the New Building which takes a bit of the architectural style of Gedung Sate but with a contextual style created by architect Ir. Sudibyo which was built in 1977 for the Leaders and Members of the Regional Representatives Council of West Java Province in carrying out their duties and functions as a Legislative Body Region.\nGedung Sate has become one of the tourist destinations in the city of Bandung. Particularly for foreign tourists, many of them deliberately visit because they have emotional and historical ties to this building. This connection between emotion and history might be felt more fully if you climb the available steps one by one to the Gedung Sate tower. There are 6 stairs that must be traversed with 10 steps each that must be climbed. The beauty of this park is often used as a location for activities that have a family feel, a location for shooting music video clips for both local and national artists, a location for family photos or self-portraits and even photos of the wedding couple. relax, just sit around enjoying the fresh air of the city of Bandung or do some light exercise. Comparing Gedung Sate with the central government buildings (capitol buildings) in many national capitals doesn't seem like an exaggeration. The similarities are all built in the middle of a green complex with a magnificent central tower. Especially in terms of the location of the Sate building and its landscape which is relatively similar to the White House in Washington, DC, United States. It can be said that Gedung Sate is the ""White House"" of Bandung.",Culture,Bandung,5000,4.6,,"{'lat': -6.9024812, 'lng': 107.61881}",-6.9024812,107.61881
214,Trans Studio Bandung,"Trans Studio Bandung is an integrated tourism area in the city of Bandung, Indonesia. Trans Studio was built on an area of 4.2 hectares with an investment of Rp 2 trillion, making it the largest and most comprehensive entertainment area in Bandung. The existing rides offer new adventures and sensations that are no less challenging than their predecessor, namely Trans Studio Resort Makassar which opened in 2009. Trans Studio Bandung opened to the public on June 18, 2011. Trans Studio Bandung is the most complete playground in the city of Bandung",Amusement park,Bandung,280000,4.5,240,"{'lat': -6.9250943, 'lng': 107.6364944}",-6.9250943,107.6364944
215,Forest Park Ir. H. Djuanda,"Forest Park Ir. H. Djuanda (Tahura Djuanda) is a conservation area that is integrated between secondary nature and plantation forests of the Pinus type (Pinus merkusil) located in the Cikapundung River Sub-Watershed and the Citarum Watershed which stretches from Curug Dago, Dago Pakar to Curug Maribaya which is part of the Gunung Pulosari forest group. Tahura Djuanda is located to the north of Bandung City, approximately 7 km from the city center, geographically located at 1070 30' East Longitude and 60 52' South Latitude, administratively it is in the Ciburial Village area, Cimenyan District, Bandung Regency and partly in Mekarwangi Village, Cibodas Village, Langensari Village, and Wangunharja Village, Lembang District, West Bandung Regency and Dago Village, Coblong District, Bandung City. 526.98 ha.",Nature preserve,Bandung,15000,4.5,90,"{'lat': -6.8565791, 'lng': 107.6323734}",-6.8565791,107.6323734
216,Lembang Dairy Farm House,"As one of the new Lembang tourist attractions, the Lembang Farmhouse began operating around 2015. Tourist attractions in Bandung are usually helped by social media, especially Facebook and Instagram. This place seems to maximize this. With a European-style design, there are many unique spots that will definitely be interesting for selfies and posting on social media. indeed, Farmhouse Lembang so far offers 'photo tours' as its main attraction. Similar to Dago Dream Park, only the concept of the place is different.",Amusement park,Bandung,30000,4.4,,"{'lat': -6.832968999999999, 'lng': 107.6056183}",-6.832969,107.6056183
217,Bandung zoo,"Bandung Zoo is one of the natural attractions of flora and fauna in the city of Bandung, West Java, Indonesia. The Bandung Zoo is located adjacent to the Bandung Institute of Technology campus and the Cikapundung River.",Nature preserve,Bandung,20000,4,180,"{'lat': -6.8897177, 'lng': 107.6077282}",-6.8897177,107.6077282
218,White crater,"Kawah Putih is a tourist spot in West Java which is located in Alam Endah Village, Rancabali District, Bandung Regency, West Java, which is located at the foot of Mount Patuha. White crater is a lake formed from the eruption of Mount Patuha. The soil mixed with sulfur around this crater is white, then the color of the water in this crater is greenish white. What is unique about this crater is that the water sometimes changes color. Kawah Putih Lake itself is at an altitude of 2194 m but the total area of Kawah Putih Lake is 25 ha which is used for tourism 5 ha and the location of the crater itself is 3 ha.",Nature preserve,Bandung,81000,4.5,,"{'lat': -7.166203899999999, 'lng': 107.4021256}",-7.1662039,107.4021256
219,Karaton Cliff,"Tebing Keraton or Tebing Karaton is a cliff located in the Forest Park area of Ir. H. Djuanda. This cliff is located in Kampung Ciharegem Puncak, Ciburial Village, Bandung, West Java, Indonesia. From the Keraton Cliffs you can enjoy spectacular views. Not city lights, but forest!",Nature preserve,Bandung,15000,4.5,,"{'lat': -6.8340683, 'lng': 107.6636151}",-6.8340683,107.6636151
220,Bamboo Village,"Dusun Bambu is a recreational park based on ecotourism in West Java with the concept of 'Private Sanctuary Lifestyle' (Healthy Tourism Concept). Through this concept, Dusun Bambu is ready to provide recreational facilities that are safe and comfortable by always implementing strict health protocol standards. Combining the beauty of nature and traditional culture, the facilities at Dusun Bambu are designed for the most memorable natural tourism experiences, starting from leisurely walks, cycling, enjoying delicious culinary delights amidst natural charm, to visiting replicas of traditional villages. There is also the capacity for daily visits to Dusun Bambu to ensure that social distancing recommendations are carried out. That way, Dusun Bambu is ready to guarantee the safety of your tourist visit, presenting an irreplaceable visiting experience and a satisfying exploration of tastes.",Amusement park,Bandung,25000,4.5,,"{'lat': -6.7897147, 'lng': 107.5791627}",-6.7897147,107.5791627
221,Bandung Geological Museum,"The Geological Museum was founded on May 16, 1929. The museum has been renovated with funding from JICA (Japan International Cooperation Agency). After undergoing renovations, the Geological Museum was reopened and inaugurated by the Vice President of the Republic of Indonesia, Megawati Soekarnoputri on August 23, 2000. As a historical monument, the museum is under government protection and is a national heritage. In this museum, abundant geological materials are stored and managed, such as fossils, rocks, minerals. These were collected during fieldwork in Indonesia since 1850.",Culture,Bandung,2000,4.6,,"{'lat': -6.900716200000001, 'lng': 107.6214553}",-6.9007162,107.6214553
222,Museum of the Asian-African Conference,"The Museum of the Asian-African Conference is one of the museums in the city of Bandung, which is located at Jalan Asia Afrika No. 65. This museum is the memorabilia of the Asian-African Conference. This museum has a very close relationship with Gedung Merdeka. Overall Merdeka Building has two main buildings, the first is called Merdeka Building as the main meeting place, while next to Merdeka Building is the Museum of the Asian-African Conference as a place for memorabilia of the Asian-African Conference. The background for the construction of this museum is the desire of the leaders of the nations in Asia and Africa to know about the Merdeka Building and its surroundings where the Asian-African Conference was taking place. This made the Minister of Foreign Affairs of the Republic of Indonesia, Prof. Dr. Mochtar Kusumaatmadja, SH, LL.M had an idea to build a museum. He conveyed the idea at the Committee meeting for the 25th anniversary of the Asian-African Conference (1980) which was attended by the Director General of Culture Prof. Dr. Haryati Soebadio as a representative from the Ministry of Education and Culture. Then the museum was inaugurated on April 24, 1980 to coincide with the 25th anniversary of the Asian-African Conference.",Culture,Bandung,0,4.6,60,"{'lat': -6.921109200000001, 'lng': 107.609597}",-6.9211092,107.609597
223,Bandung Grand Mosque,"The Great Mosque of Bandung, West Java Province, formerly known as the Great Mosque of Bandung, is a mosque located in the city of Bandung, West Java, Indonesia. The status of this mosque is as a provincial mosque for West Java. This mosque was first built in 1810, and since its founding, the Great Mosque has undergone eight renovations in the 19th century, then five times in the 20th century until it was finally renovated again in 2001 until the inauguration of the Great Mosque of Bandung on June 4, 2003 which was inaugurated by the Governor of West Java at that time, HR Nuriana. This new mosque, which has an Arabic style, replaces the old Great Mosque, which has a distinctive Sundanese style. The Great Mosque of Bandung, as we can see now, has two twin towers on the left and right sides of the 81 meter high mosque which are always open to the public every day. Saturday and Sunday. The roof of the mosque was changed from the joglo roof to a large dome on the middle roof and smaller ones on the left and right sides of the roof of the mosque and the walls of the mosque were made of high quality natural stone. Now the total land area of the mosque is 23,448 m˝ with a building area of 8,575 m˝ and can accommodate around 13,000 worshippers.",Religious,Bandung,0,4.7,,"{'lat': -6.9216897, 'lng': 107.6061399}",-6.9216897,107.6061399
224,Dago Dreampark,Dago Dreampark is a contemporary tour in the city of Bandung with an area of 13 hectares that carries the Javanese - Sundanese & Balinese concept equipped with various interesting facilities & rides.,Amusement park,Bandung,40000,4.2,150,"{'lat': -6.8486423, 'lng': 107.625939}",-6.8486423,107.625939
225,Orchid Forest Cikole,"Orchid Forest Cikole Lembang has been established since August 2017. This place is the largest orchid garden in Indonesia. Located in the middle of a protected forest area and spans 12 hectares. There are at least 157 types of various kinds of orchids developed here. Orchid Forest Cikole Bandung focuses on introducing and cultivating various orchid plants. Using local and international methods. The orchid species don't only come from Indonesia, which is the second country with the most variants of orchids. Orchid plants in the Orchid Forest also come from other countries, such as Venezuela, Argentina, the Philippines, Peru and the United States.",Amusement park,Bandung,50000,4.6,150,"{'lat': -6.780493, 'lng': 107.637475}",-6.780493,107.637475
226,Punclut area,"Punclut which stands for Ciumbuleuit Peak is one of the areas located in the north of Bandung City. This area is located 7 kilometers from downtown Bandung. On weekends, the Punclut area is filled with tourists who come to tour and enjoy the view of the city of Bandung. Many residents and tourists use this area to do morning walks or exercise every Sunday.",Amusement park,Bandung,20000,4.4,120,"{'lat': -6.8419756, 'lng': 107.622824}",-6.8419756,107.622824
227,Bandung City Square,Bandung Alun-alun is the center of the city of Bandung which is characterized by a large plot of land. All around there are functional buildings. The place is near the Grote Postweg.,Amusement park,Bandung,0,4.6,60,"{'lat': -6.9218571, 'lng': 107.6070141}",-6.9218571,107.6070141
228,Sri Baduga Museum,"The Sri Baduga Museum is a museum located in the city of Bandung, West Java, Indonesia. This museum is managed by the West Java provincial government, which was founded in 1974 by utilizing the old building of the former Kawedanan Tegallega, which was then inaugurated on June 5, 1980 by The Minister of Education and Culture at that time, Daoed Joesoef. And then it was determined through Kepmendikbud number 02223/0/1990 dated 4 April 1990.",Culture,Bandung,3000,4.5,,"{'lat': -6.9375748, 'lng': 107.603775}",-6.9375748,107.603775
229,Rabbit Town,"Rabbit Town Bandung is one of the unique tours in Bandung which was founded on January 11 2018. A tourist spot that makes rabbits the main icon. All of the decorations are made to look as cute as possible and also display various types of cute rabbits. Visitors who are interested in this animal can bring a rabbit home by buying it first. This tourist spot is owned by the Chairman of the Kaum Group, Mr. Henry Husada. Mr. Henry himself deliberately made one of his houses, which has an area of two hectares with 30 rooms, a unique tourist attraction. Apart from the presence of rabbit species, this place also offers good photo spots. Not only that, in this tour there are also several rides for children so that visitors who bring their children will feel at home for long.",Amusement park,Bandung,45000,4,90,"{'lat': -6.8669518, 'lng': 107.6100859}",-6.8669518,107.6100859
230,Stone Garden Citatah,"Stone Garden, is the name for a stretch of land filled with beautiful irregular rock formations and forms a natural garden. Bandung has many extraordinary natural attractions. It turns out that Bandung has natural cave tourism, namely Pawon Cave and Stone Garden tours. Pawon Cave is a cave that was formed in ancient times. This cave was used by early humans as a shelter. And uniquely above Pawon Cave there is a very beautiful expanse of rocks with extraordinary views known as the Stone Garden. No less beautiful than the natural attractions of Tangkuban Perahu, Ciwidey White Crater and Situ Patengan are natural tourist areas that are often visited by many local and foreign tourists. ",Amusement park,Bandung,30000,4.4,,"{'lat': -6.8281528, 'lng': 107.4350179}",-6.8281528,107.4350179
231,The Great AsiaAfrica,"The city of Bandung never seems to run out of creative ideas in developing tourist destinations. Various vacation destinations are available here, ranging from culinary, historical, to educational tours. The packaging is also unique and attractive, like the one in The Great Asia Africa. This newest tourist area in Lembang offers the experience of exploring several countries on two continents, in line with its name.",Amusement park,Bandung,50000,4.4,180,"{'lat': -6.833122999999999, 'lng': 107.6041595}",-6.833123,107.6041595
232,Moko Hill,"Bandung as a tourist destination is never ending. Supported by beautiful landscapes, the Bandung area is able to attract the attention of tourists. Both in terms of nature, culture, culinary, and creative arts simultaneously. Of the many tourist attractions available, Bukit Moko Bandung has become one of the most popular names in recent years. Located at an altitude of about 1500 meters above sea level, Moko Hill has cool weather. For visitors who are not used to this weather, it is better to bring a thick jacket, especially if you come during the rainy season.",Nature preserve,Bandung,25000,4.5,,"{'lat': -6.8422202, 'lng': 107.6767988}",-6.8422202,107.6767988
233,Mount Papandayan,"Mount Papandayan is a strato volcano located in Garut Regency, West Java, precisely in Cisurupan District. The mountain with an altitude of 2665 meters above sea level is located about 70 km southeast of the city of Bandung. On Mount Papandayan, there are several famous craters. Among them are the Mas Crater, the Baru Crater, the Nangklak Crater and the Manuk Crater. The craters emit steam from the inside. The topography in the area is steep, hilly and mountainous and there are steep cliffs. According to Schmidt and Ferguson's classification, it includes climate type B, with an average rainfall of 3,000 mm/year, humidity of 70 ? 80% and temperature of 10 ?¯C.",Nature preserve,Bandung,30000,4.6,,"{'lat': -7.319325300000001, 'lng': 107.7310494}",-7.3193253,107.7310494
234,Amazing ArtWorld,"Amazing Art World Bandung, a tourist attraction located in Bandung, which emphasizes that tourist destinations are not just about beaches, waterfalls or other natural attractions. The results of the painting turned out to be able to become a very pleasant tourist destination. Moreover, 3D painting, apart from being cool, is able to manipulate the visitors' eyes. The extent of Amazing Art World Bandung makes it one of the largest 3D painting museums, not only at the national level, but in the world.",Culture,Bandung,75000,4.5,45,"{'lat': -6.8516591, 'lng': 107.5955534}",-6.8516591,107.5955534
235,Dutch Cave,"Dutch Cave Bandung is a cave located in an area that is now designated as Ir. H. Djuanda is a stretch of mountains from West to East which is a ""giant natural water tank"" for reserves in the dry season. In the Cikapundung River Basin area in the Forest Park Ir. H. Djuanda during the Dutch occupation built the Bengkok Hydroelectric Power Plant (PLTA), which was the first hydroelectric power plant in Indonesia in 1918, where the tunnel passed through tuffaceous sandstone hills.",Nature preserve,Bandung,15000,4.4,45,"{'lat': -6.8544594, 'lng': 107.6377907}",-6.8544594,107.6377907
236,Bandung City Hall Park,"Bandung City Hall Park is a city park located in the city of Bandung. This park is located south of Bandung City Hall. Currently, the Bandung City Hall Park consists of two integrated parks, namely Dewi Sartika Park and Rhino Park. The two parks were inaugurated by the Mayor of Bandung at the time, Ridwan Kamil, on December 19 2017.",Amusement park,Bandung,0,4.6,45,"{'lat': -6.912966000000001, 'lng': 107.6096031}",-6.912966,107.6096031
237,Panghegar Waterboom Bandung,"Panghegar Waterboom Bandung is one of the tourist destinations that must be visited for tourists who want to invite their children to play in the water. Located in Buah Batu, this location is often targeted on weekends. Not only serving a swimming pool, this place also provides a variety of interesting rides that are a shame if you miss them. It consists of water slides divided into 2 categories, namely adult slides and children's slides. Family recreation destinations offer a variety of fun activities, both for children and adults. There are several types of pools that you can try: wave pool, mini pool, lazy river, and so on. There is also the newest one at Panghegar Waterboom Bandung, which is a hot spring pool that is served for tourists who want to soak.",Amusement park,Bandung,75000,4.3,,"{'lat': -6.961403199999999, 'lng': 107.6227321}",-6.9614032,107.6227321
238,Manggali Mountain,"Mount Manglayang is a stratovolcano type mountain which is located between Bandung City and Sumedang Regency, West Java, Indonesia and has an altitude of around 1818 meters above sea level. The scenery is quite beautiful, but because it is relatively not too high, so it is not well known by mountain climbers in general. In the Burangrang ? Tangkuban Perahu ? Bukit Tunggul ? Mount Manglayang mountain range, Mount Manglayang is the most beautiful mountain of the four mountains. Maybe that's why among outdoor activists, this mountain was forgotten except for outdoor activists from Bandung and its surroundings. Even so, Mount Manglayang still offers its own natural charm.",Nature preserve,Bandung,7500,4.5,,"{'lat': -6.876111099999999, 'lng': 107.7436111}",-6.8761111,107.7436111
239,Lembang Park & Zoo,"At Lembang Park & Zoo there are 370 animals, complete with various types of herbivores, carnivores and omnivores. The total area of this place is 20 hectares, but only 10 hectares has been developed. The rest will be developed as a tour with a safari concept. In the safari area, visitors can go around using vehicles to see animals that are free to be released in the area.",Nature preserve,Bandung,50000,4.5,210,"{'lat': -6.8059154, 'lng': 107.5919726}",-6.8059154,107.5919726
240,Traffic Park Ade Irma Suryani Nasution,"Ade Irma Suryani Traffic Park is a recreational park in the heart of Bandung, West Java, Indonesia. Aside from being a park and playground, here is also used as a training center for reading traffic signs. Traffic Park has the meaning that a traffic park or children's traffic park is a park where children can learn the rules of the road. A traffic park is also called a village transportation park or a traffic or safety park depending on the locale. Traffic parks are often created as an attraction within a larger park. In other cases, they are garden disposable and often on a small scale. They can be found in both urban and rural areas.",Amusement park,Bandung,7000,4.4,60,"{'lat': -6.911211, 'lng': 107.6133389}",-6.911211,107.6133389
241,Lawangwangi Creative Space,"Lawangwangi is an art gallery with a modern retro concept. Blending natural beauty and culinary tastes. Hmm, makes me curious, Friend Traveler. Lawangwangi Creative Space previously only provided a Math Lab and Art Space for art lovers and connoisseurs. Visitors can find a special room to showcase creations from various artists. The works displayed vary each month. However, art galleries, which were initially predicted to attract many visitors, appear to be of less interest. Finally, by combining the natural beauty around the building, a modern cafe with an artistic feel was built.",Amusement park,Bandung,0,4.4,120,"{'lat': -6.847898000000001, 'lng': 107.6276146}",-6.847898,107.6276146
242,Dago Waterfall,"Dago Waterfall, Bandung City, West Java, is located at an altitude of 800 meters above sea level with a waterfall reaching 12 meters high. This waterfall was formed as a result of the flow of the Cikapundung River which flows along the Maribaya area to the city of Bandung. Curug Dago expert Bandung has a high historical value with traces of history to the Kingdom of Thailand. The reason is that there is an inscription from the Kingdom of Thailand from the 18th century which reads the name of King Chulalongkom III or Rama V from the Kingdom of Thailand.",Nature preserve,Bandung,12000,4,,"{'lat': -6.865522499999999, 'lng': 107.6181878}",-6.8655225,107.6181878
243,Bandung Korean Village,"Kampung Korea is an area in the city of Bandung that was built as closely as possible with the character of the city of Seoul in South Korea. The purpose of developing this area is as part of sister city activities between Bandung and Seol. Construction began in 2017 at the initiative of Ridwan Kamil as the mayor of Bandung at that time. The existence of the Korean village was intended to increase tourism in the city of Bandung.",Culture,Bandung,15000,4.1,,"{'lat': -6.9154546, 'lng': 107.640769}",-6.9154546,107.640769
244,Malakasari Stone Village,"Kampung Batu Malakasari is a tourist spot that was founded in a former stone quarry. At that location, the carvings of former mining stones are still clearly visible. Now, the former stone quarry is filled with water which forms a lake. This tourist spot has the concept of educational, adventure and culinary tourism vehicles. Usually it is often used as a field trip destination for schools around Bandung. Various rides and facilities are very complete to support field trip programs for schools.",Amusement park,Bandung,10000,4.1,,"{'lat': -7.0093633, 'lng': 107.6069444}",-7.0093633,107.6069444
245,Nature Window,"Not only enjoying the cool and green surroundings, your child can also take part in various useful educational activities. Various educational activities are provided and designed in such a way as to be attractive to families. The available educational activities are suitable for children from kindergarten to high school.",Amusement park,Bandung,20000,4.4,150,"{'lat': -6.819604, 'lng': 107.5964519}",-6.819604,107.5964519
246,Tilu Leuwi Opat waterfall,"Curug Tilu Leuwi Opat is one of the tourist waterfalls in Lembang. The place itself is quite spacious. Here there are outbound areas, camping, and of course waterfall and river tours. The front area is a valley with a clear river. Usually outbound, camping and games are carried out in this area. The location of the Tilu Leuwi Opat waterfall is actually directly next door to Dusun Bambu, you know. Have you ever been to Dusun Bambu? if you go up the Lutung Kasarung skywalk, or visit the camping area, you can see the valley directly adjacent to the bamboo hamlet. Well, the valley is included in the Tilu Leuwi Opat tourist area. In this valley flows a river with clear water sourced from Situ Lembang.",Nature preserve,Bandung,10000,4.4,120,"{'lat': -6.790569199999999, 'lng': 107.5826388}",-6.7905692,107.5826388
247,Kiara Artha Park,"Kiara Artha Park is an integrated area that combines iconic residential, business, commercial and tourist concepts in the city of Bandung with an area of + 2.9 hectares. Kiara Artha Park itself is one of the many public spaces with the theme of City Parks in Bandung, which is located in the center of the city of Bandung. This park complements other thematic parks that already exist in the city of Bandung. This city park has now become a tourist destination for Bandung residents in particular and for the general public. Even though this park just opened on August 17 2019, Bandung residents and the public are very enthusiastic about coming and enjoying the various activities and rides that are available.",Amusement park,Bandung,15000,4.4,,"{'lat': -6.9159459, 'lng': 107.6421462}",-6.9159459,107.6421462
248,NuArt Sculpture Park,"NuArt Sculpture Park is a gallery owned by a well-known artist in Bandung named Nyoman Nuarta. Born in Tabanan Bali, Nyoman Nuarta finally settled in Bandung. And there is an interesting fact about this international-class artist, where he apparently graduated from the Faculty of Fine Arts from a well-known university in Bandung, namely ITB in 1979. Nyoman Nuarta's skills as a maestro sculptor and also a great sculptor are indeed well known internationally, therefore he created the NuArt Sculpture Park to showcase all the works of art he has so far.",Amusement park,Bandung,50000,4.7,,"{'lat': -6.8778589, 'lng': 107.5720263}",-6.8778589,107.5720263
249,Upside Down World Bandung,"Upside Down World Bandung first opened on October 10, 2016 with a very unique concept. All the furniture in the Upside Down World is installed upside down as if visitors were on the ceiling of the room. With the concept of the best home, this tourist spot has its own uniqueness. Visitors who come here are mostly young people who want to take pictures with an unusual background. Inside this building there are ten rooms with different themes just like in a house. There is a living room, children's bedroom, family room, lounge, kitchen, bathroom, and so on. Visitors can take pictures in all rooms and the photos can be printed at a photo printing service. If visitors feel unusual and confused about what style to take, then there will be an officer who can direct their style. Or by looking at the photos of previous visitors posted in that room.",Amusement park,Bandung,100000,4,30,"{'lat': -6.896300000000001, 'lng': 107.617}",-6.8963,107.617
250,Pesona Nirwana Waterpark & Cottages,"Pesona Nirwana Waterpark is a 4000 square meter water rides attraction located in Legok Jeungjing Village, Panyirapan Village, Soreang District, Bandung Regency. It is about 1 Km from the Regional Government Office of Bandung Regency. This tourist location is open to the public every day and can be an alternative choice of tourist sites in Bandung Regency besides the Ciwidey tourist area. The Pesona Nirwana Waterpark location is a former mining area C with steep cliffs in most of its locations and is part of an environmentally friendly resort plan with the total development target is 4 hectares. The owner of Pesona Nirwana Waterpark is I Nyoman Nuarta, a sculptor from Bali who is also known as a figure in environmental preservation.",Amusement park,Bandung,50000,4.1,,"{'lat': -7.040915399999998, 'lng': 107.5269156}",-7.0409154,107.5269156
251,Elderly Park,"Relaxing weekend getaways are suitable for spending time in the park. One of the parks that can be a tourist destination is the Bandung Elderly Park. Elderly is an abbreviation for Elderly. Even so, this park is not specifically for the elderly, but for all groups. The name of the elderly is probably given because the age of this park is very old. In fact, it is hundreds of years old, because it has been around since 1885.",Amusement park,Bandung,0,4.4,,"{'lat': -6.9021326, 'lng': 107.6209387}",-6.9021326,107.6209387
252,Tulip Village,"Kampoeng Tulip is one of the tourist attractions in Bandung whose location is filled with very beautiful tulip flowers. Tulip itself is a beautiful flower that is synonymous with the Country of Windmills, namely the Netherlands. If you want to see tulips, you don't have to go all the way to Holland. Instead, just go to the city of Bandung, you can meet him. This tourist location has many visitors, ranging from tourists in the city and outside the city.",Amusement park,Bandung,15000,3.8,60,"{'lat': -6.963162, 'lng': 107.66195}",-6.963162,107.66195
